t1,branch_id,band_index,real_E,imag_E,abs_E
1.08,15,13,0.8562140881593137,-0.1439004086351406,0.8682222597744459
1.08,16,25,-0.8877281235258865,-0.26927706958165226,0.9276698558761481
1.08,17,24,0.8877281235258865,0.26927706958165226,0.9276698558761481
1.08,18,55,-0.967692641231916,-0.4616524193975212,1.0721716300247766
1.08,19,54,0.967692641231916,0.4616524193975212,1.0721716300247766
1.08,20,18,-0.8653267568787811,-0.18834383214591605,0.8855866955175863
1.08,21,19,0.8653267568787811,0.18834383214591605,0.8855866955175863
1.08,22,31,-0.9000233554744939,-0.3054184875450958,0.9504327924340052
1.08,23,30,0.9000233554744939,0.3054184875450958,0.9504327924340052
1.08,24,43,-0.9366581708571298,0.39623987650032755,1.017022403274588
1.08,25,42,0.9366581708571298,-0.39623987650032755,1.017022403274588
1.08,26,32,-0.9124886093447732,0.33860829433567335,0.9732887748129391
1.08,27,59,0.9760474342424018,0.47808146186854616,1.0868442749877012
1.08,28,4,-0.8447673800680933,0.04906496654590667,0.8461910525225739
1.08,29,5,0.8447673800680933,-0.04906496654590667,0.8461910525225739
1.08,30,45,-0.9478742573497798,0.4207879391447737,1.0370767076142933
1.08,31,44,0.9478742573497798,-0.4207879391447737,1.0370767076142933
1.08,32,27,-0.8877281235258866,0.26927706958165226,0.9276698558761484
1.08,33,26,0.8877281235258866,-0.26927706958165226,0.9276698558761484
1.08,34,38,-0.9247904659374807,-0.36886638191472265,0.9956404037581644
1.08,35,39,0.9247904659374807,0.36886638191472265,0.9956404037581644
1.08,36,63,-0.9832433062370006,-0.49190605052974873,1.0994266513995574
1.08,37,57,0.9760474342424011,-0.47808146186854583,1.0868442749877005
1.08,38,53,-0.9676926412319156,0.4616524193975212,1.0721716300247761
1.08,39,52,0.9676926412319156,-0.4616524193975212,1.0721716300247761
1.08,40,51,-0.9582651097603214,-0.44257241310180906,1.0555294223387235
1.08,41,50,0.9582651097603214,0.44257241310180906,1.0555294223387235
1.08,42,17,-0.8653267568787799,0.18834383214591552,0.885586695517585
1.08,43,16,0.8653267568787799,-0.18834383214591552,0.885586695517585
1.08,44,46,-0.9478742573497807,-0.42078793914477447,1.0370767076142944
1.08,45,47,0.9478742573497807,0.42078793914477447,1.0370767076142944
1.08,46,41,-0.9366581708571298,-0.3962398765003273,1.017022403274588
1.08,47,40,0.9366581708571298,0.3962398765003273,1.017022403274588
1.08,48,48,-0.9582651097603212,0.44257241310180884,1.0555294223387233
1.08,49,49,0.9582651097603212,-0.44257241310180884,1.0555294223387233
1.08,50,22,-0.8760056282884442,0.23021449550152304,0.9057508347951178
1.08,51,23,0.8760056282884442,-0.23021449550152304,0.9057508347951178
1.08,52,14,-0.8562140881593142,-0.14390040863514078,0.8682222597744464
1.08,53,15,0.8562140881593142,0.14390040863514078,0.8682222597744464
1.08,54,56,-0.9760474342424011,0.47808146186854583,1.0868442749877005
1.08,55,60,0.9832433062369995,-0.49190605052974823,1.099426651399556
1.08,56,61,-0.9832433062369995,0.49190605052974823,1.099426651399556
1.08,57,33,0.9124886093447732,-0.33860829433567335,0.9732887748129391
1.08,58,58,-0.9760474342424018,-0.47808146186854616,1.0868442749877012
1.08,59,67,0.9892131158951117,0.5031651970924266,1.1098278263874881
1.08,60,64,-0.9892131158951109,0.503165197092426,1.109827826387487
1.08,61,34,0.9124886093447749,0.33860829433567374,0.973288774812941
1.08,62,37,-0.9247904659374798,0.36886638191472226,0.9956404037581634
1.08,63,65,0.9892131158951109,-0.503165197092426,1.109827826387487
1.08,64,10,-0.8492016459931457,-0.09728083397878988,0.8547555183893678
1.08,65,76,0.9993195128432398,-0.5218281672560182,1.1273615768204206
1.08,66,66,-0.9892131158951117,-0.5031651970924266,1.1098278263874881
1.08,67,70,0.9939055953762161,0.5118903759187139,1.117980361848254
1.08,68,29,-0.900023355474493,0.30541848754509626,0.9504327924340046
1.08,69,68,0.9939055953762149,-0.5118903759187131,1.1179803618482524
1.08,70,72,-0.9972830136281701,0.5181057007593819,1.1238358093737069
1.08,71,73,0.9972830136281701,-0.5181057007593819,1.1238358093737069
1.08,72,9,-0.8492016459931446,0.09728083397878932,0.8547555183893666
