group,state_class,profile_index,site,real_energy,imag_energy,probability
figs1,alm,2,17,3.2319271984911224,-4.384416019906291e-16,0.002469030702913167
figs1,alm,2,18,3.2319271984911224,-4.384416019906291e-16,0.0020074201097166717
figs1,alm,2,19,3.2319271984911224,-4.384416019906291e-16,0.0006437350244258603
figs1,alm,2,20,3.2319271984911224,-4.384416019906291e-16,0.0007132279686203609
figs1,alm,2,21,3.2319271984911224,-4.384416019906291e-16,0.000728806133755248
figs1,alm,2,22,3.2319271984911224,-4.384416019906291e-16,0.0010251005351096902
figs1,alm,2,23,3.2319271984911224,-4.384416019906291e-16,0.0027594874246778893
figs1,alm,2,24,3.2319271984911224,-4.384416019906291e-16,0.003252564944049966
figs1,alm,2,25,3.2319271984911224,-4.384416019906291e-16,0.002142505566535243
figs1,alm,2,26,3.2319271984911224,-4.384416019906291e-16,0.00785728312303908
figs1,alm,2,27,3.2319271984911224,-4.384416019906291e-16,0.007350018456957069
figs1,alm,2,28,3.2319271984911224,-4.384416019906291e-16,0.0013353898564957463
figs1,alm,2,29,3.2319271984911224,-4.384416019906291e-16,1.5828592438628342e-05
figs1,alm,2,30,3.2319271984911224,-4.384416019906291e-16,2.4189722030392738e-05
figs1,alm,2,31,3.2319271984911224,-4.384416019906291e-16,7.993667296910802e-06
figs1,alm,2,32,3.2319271984911224,-4.384416019906291e-16,2.100064787419087e-06
figs1,alm,2,33,3.2319271984911224,-4.384416019906291e-16,2.1231579367140863e-07
figs1,alm,2,34,3.2319271984911224,-4.384416019906291e-16,2.004150062288037e-08
figs1,alm,2,35,3.2319271984911224,-4.384416019906291e-16,2.927213039295345e-10
figs1,alm,2,36,3.2319271984911224,-4.384416019906291e-16,5.233357216801454e-11
figs1,alm,2,37,3.2319271984911224,-4.384416019906291e-16,7.371225172593315e-12
figs1,alm,2,38,3.2319271984911224,-4.384416019906291e-16,1.9551848180429122e-13
