kx_over_2pi_mod,ky_over_2pi_mod,initial_trace_deviation,exact_trace_deviation,small_q_trace_deviation,initial_half_trace,initial_half_curvature,exact_half_trace,exact_half_curvature,small_q_half_trace,small_q_half_curvature
0.0,0.3617021276595745,0.0900223688692649,0.00010146418318055482,0.05316038346239682,0.09526558408201656,-0.0052432152127516625,0.00018780277499904545,8.633859181849063e-05,0.12046949333554961,0.06730910987315279
0.0,0.36879432624113473,0.09961723933308829,9.738022452469402e-05,0.04999065116191352,0.10308072412214851,0.0034634847890602236,0.00019997455845612345,0.00010259433393142942,0.13074911035540243,0.08075845919348891
0.0,0.375886524822695,0.09826559161116862,9.304031724561299e-05,0.04688251301829495,0.11236108528414024,0.014095493672971623,0.00021376082956296082,0.00012072051231734783,0.14202627778412005,0.0951437647658251
0.0,0.3829787234042553,0.09635576712527089,8.837631577585897e-05,0.04386169028974524,0.1234511096571518,0.027095342531880912,0.0002294138041512632,0.00014103748837540422,0.1542873339543148,0.11042564366456956
0.0,0.3900709219858156,0.09377616745136752,8.331699921854729e-05,0.04095208502864886,0.1367869361947368,0.04301076874336929,0.00024723496983030454,0.00016391797061175725,0.1674917621749411,0.12653967714629225
0.0,0.3971631205673759,0.0904037847792136,7.779229487359966e-05,0.038175291956502655,0.15292062558401673,0.06251684080480313,0.0002675826639537905,0.00018979036908019082,0.1815682859550088,0.14339299399850614
0.0,0.40425531914893614,0.08610955891660613,7.174014429885286e-05,0.03555019620721278,0.17254859340245146,0.08643903448584533,0.00029087844661845934,0.00021913830231960648,0.19641147997499184,0.16086128376777906
0.0,0.41134751773049644,0.0807689248265301,6.511693102106893e-05,0.03309267658213533,0.19654237935987623,0.11577345453334613,0.0003176098012154954,0.0002524928701944265,0.21187923320208646,0.17878655661995113
0.0,0.41843971631205673,0.07428007573512185,5.791232581810418e-05,0.030815429821225343,0.22597654559688152,0.15169646986175966,0.0003483247069614798,0.00029041238114337563,0.2277914359406619,0.19697600611943655
0.0,0.425531914893617,0.06659272004898995,5.01688903272058e-05,0.028727926014293637,0.26214217052482175,0.1955494504758318,0.0003836105117556596,0.0003334416214284538,0.24393027259093308,0.21520234657663945
0.0,0.4326241134751773,0.05774924389421526,4.20053784081823e-05,0.026836498854777263,0.30652338234418475,0.24877413844996948,0.0004240450619276972,0.0003820396835195149,0.260042475399879,0.23320597654510175
0.0,0.4397163120567376,0.047936755023107847,3.363981427343147e-05,0.025144567277372687,0.36069716579973976,0.3127604107766319,0.0004701025565634545,0.00043646274229002305,0.2758438216811647,0.25069925440379204
0.0,0.44680851063829785,0.037540413870653544,2.540368461881944e-05,0.023652977516342877,0.42609429217904776,0.3885538783083942,0.0005219920222513665,0.0004965883376325471,0.291026031674961,0.2673730541586181
0.0,0.45390070921985815,0.027174258785877314,1.773253435269329e-05,0.022360447246712822,0.5035407777169788,0.4763665189311015,0.0005794079109226732,0.0005616753765699799,0.30526604666552515,0.2829055994188123
0.0,0.46099290780141844,0.01764825898410427,1.1113953784770876e-05,0.021264086749166022,0.5925116411567011,0.5748633821725968,0.0006411892861700175,0.0006300753323852466,0.31823744633176243,0.2969733595825964
0.0,0.46808510638297873,0.00982368608826345,5.976437084539987e-06,0.020359966507675298,0.6901243061147243,0.6803006200264609,0.0007049037414333312,0.0006989273043487912,0.329623520008612,0.3092635535009367
0.0,0.475177304964539,0.004342474042329791,2.4985682943308397e-06,0.019643696811300737,0.7901372660589545,0.7857947920166247,0.0007659405357442013,0.0007634419674498704,0.3391312677130023,0.31948757090170155
0.0,0.48226950354609927,0.0013162207444313845,3.05813669385915e-07,0.019110983209420618,0.8825792955191605,0.8812630747747291,0.0008085178663124813,0.0008082120526430954,0.3465054091346573,0.3273944259252367
0.0,0.48936170212765956,0.00018987747418597323,1.0031915753313755e-05,0.018758122348914164,0.9548604531146692,0.9546705756404832,0.0007308206214742703,0.0007207887057209566,0.3515413589036852,0.33278323655477104
